season,date,game_id,away_team,home_team,away_score,home_score,winner
2022,2022-05-05,661341,Minnesota Twins,Baltimore Orioles,3,5,home
2022,2022-05-05,661619,New York Mets,Philadelphia Phillies,8,7,away
2022,2022-05-05,663227,Los Angeles Angels,Boston Red Sox,8,0,away
2022,2022-05-05,662707,San Francisco Giants,Los Angeles Dodgers,1,9,home
2022,2022-05-05,662993,Washington Nationals,Colorado Rockies,2,5,home
2022,2022-05-05,661204,Cincinnati Reds,Milwaukee Brewers,5,10,home
2022,2022-05-06,663224,Chicago White Sox,Boston Red Sox,4,2,away
2022,2022-05-06,662105,St. Louis Cardinals,San Francisco Giants,7,1,away
2022,2022-05-06,661541,Milwaukee Brewers,Atlanta Braves,6,3,away
2022,2022-05-06,662189,Tampa Bay Rays,Seattle Mariners,4,3,away
2022,2022-05-06,662816,Detroit Tigers,Houston Astros,2,3,home
2022,2022-05-06,662262,Miami Marlins,San Diego Padres,1,2,home
2022,2022-05-07,662102,St. Louis Cardinals,San Francisco Giants,7,13,home
2022,2022-05-07,663142,Los Angeles Dodgers,Chicago Cubs,6,2,away
2022,2022-05-07,663057,Toronto Blue Jays,Cleveland Guardians,2,8,home
2022,2022-05-07,662796,Detroit Tigers,Houston Astros,2,3,home
2022,2022-05-07,663162,Los Angeles Dodgers,Chicago Cubs,7,0,away
2022,2022-05-07,663226,Chicago White Sox,Boston Red Sox,3,1,away
2022,2022-05-07,661701,Oakland Athletics,Minnesota Twins,0,1,home
2022,2022-05-07,661540,Milwaukee Brewers,Atlanta Braves,2,3,home
2022,2022-05-07,663056,Toronto Blue Jays,Cleveland Guardians,8,3,away
2022,2022-05-07,662103,St. Louis Cardinals,San Francisco Giants,3,2,away
2022,2022-05-07,662187,Tampa Bay Rays,Seattle Mariners,8,7,away
2022,2022-05-07,662815,Detroit Tigers,Houston Astros,2,3,home
2022,2022-05-07,663360,Colorado Rockies,Arizona Diamondbacks,1,4,home
2022,2022-05-07,661775,Oakland Athletics,Minnesota Twins,1,2,home
2022,2022-05-07,663070,Pittsburgh Pirates,Cincinnati Reds,8,5,away
2022,2022-05-07,663431,Washington Nationals,Los Angeles Angels,0,3,home
2022,2022-05-07,662272,Miami Marlins,San Diego Padres,2,3,home
2022,2022-05-07,663089,Pittsburgh Pirates,Cincinnati Reds,2,9,home
2022,2022-05-08,662098,St. Louis Cardinals,San Francisco Giants,3,4,home
2022,2022-05-08,662795,Detroit Tigers,Houston Astros,0,5,home
2022,2022-05-08,663161,Los Angeles Dodgers,Chicago Cubs,7,1,away
2022,2022-05-08,663086,Toronto Blue Jays,Cleveland Guardians,3,4,home
2022,2022-05-08,663069,Pittsburgh Pirates,Cincinnati Reds,3,7,home
2022,2022-05-08,661700,Oakland Athletics,Minnesota Twins,3,4,home
2022,2022-05-08,662160,Tampa Bay Rays,Seattle Mariners,1,2,home
2022,2022-05-08,663429,Washington Nationals,Los Angeles Angels,4,5,home
2022,2022-05-08,662260,Miami Marlins,San Diego Padres,2,3,home
2022,2022-05-08,661550,Milwaukee Brewers,Atlanta Braves,2,9,home
2022,2022-05-08,663368,Colorado Rockies,Arizona Diamondbacks,0,4,home
2022,2022-05-08,661345,Kansas City Royals,Baltimore Orioles,2,4,home
2022,2022-05-08,663278,Chicago White Sox,Boston Red Sox,3,2,away
2022,2022-05-08,661302,Texas Rangers,New York Yankees,1,2,home
2022,2022-05-08,661307,Kansas City Royals,Baltimore Orioles,6,4,away
2022,2022-05-08,661626,New York Mets,Philadelphia Phillies,2,3,home
2022,2022-05-08,663359,Colorado Rockies,Arizona Diamondbacks,4,1,away
2022,2022-05-08,662261,Miami Marlins,San Diego Padres,8,0,away
2022,2022-05-08,661627,New York Mets,Philadelphia Phillies,6,1,away
2022,2022-05-08,663430,Washington Nationals,Los Angeles Angels,7,3,away
2022,2022-05-08,662159,Tampa Bay Rays,Seattle Mariners,8,2,away
2022,2022-05-08,661304,Texas Rangers,New York Yankees,4,2,away
2022,2022-05-09,662837,Oakland Athletics,Detroit Tigers,2,0,away
2022,2022-05-09,663101,Milwaukee Brewers,Cincinnati Reds,5,10,home
2022,2022-05-09,661349,Kansas City Royals,Baltimore Orioles,1,6,home
2022,2022-05-09,661303,Texas Rangers,New York Yankees,0,1,home
2022,2022-05-09,662287,Los Angeles Dodgers,Pittsburgh Pirates,1,5,home
2022,2022-05-10,662292,Los Angeles Dodgers,Pittsburgh Pirates,11,1,away
2022,2022-05-10,661696,Houston Astros,Minnesota Twins,5,0,away
2022,2022-05-10,662158,Philadelphia Phillies,Seattle Mariners,9,0,away
2022,2022-05-10,662855,Oakland Athletics,Detroit Tigers,4,1,away
2022,2022-05-10,662537,New York Mets,Washington Nationals,4,2,away
2022,2022-05-10,663090,Milwaukee Brewers,Cincinnati Reds,5,4,away
2022,2022-05-10,663438,Tampa Bay Rays,Los Angeles Angels,3,11,home
2022,2022-05-10,662259,Chicago Cubs,San Diego Padres,6,0,away
2022,2022-05-10,662097,Colorado Rockies,San Francisco Giants,5,8,home
2022,2022-05-10,663366,Miami Marlins,Arizona Diamondbacks,3,4,home
2022,2022-05-10,662412,Detroit Tigers,Oakland Athletics,6,0,away
2022,2022-05-10,661301,Toronto Blue Jays,New York Yankees,5,6,home
2022,2022-05-10,661987,Baltimore Orioles,St. Louis Cardinals,5,3,away
2022,2022-05-10,661525,Cleveland Guardians,Chicago White Sox,12,9,away
2022,2022-05-10,661549,Boston Red Sox,Atlanta Braves,9,4,away
2022,2022-05-11,663416,Tampa Bay Rays,Los Angeles Angels,0,12,home
2022,2022-05-11,662258,Chicago Cubs,San Diego Padres,4,5,home
2022,2022-05-11,663358,Miami Marlins,Arizona Diamondbacks,11,3,away
2022,2022-05-11,663350,Miami Marlins,Arizona Diamondbacks,3,9,home
2022,2022-05-11,662096,Colorado Rockies,San Francisco Giants,2,9,home
2022,2022-05-11,662385,Los Angeles Dodgers,Pittsburgh Pirates,3,5,home
2022,2022-05-11,662095,Colorado Rockies,San Francisco Giants,1,7,home
2022,2022-05-11,662176,Philadelphia Phillies,Seattle Mariners,4,2,away
2022,2022-05-11,661524,Cleveland Guardians,Chicago White Sox,1,4,home
2022,2022-05-11,662273,Chicago Cubs,San Diego Padres,7,5,away
2022,2022-05-11,662157,Philadelphia Phillies,Seattle Mariners,4,5,home
2022,2022-05-11,662016,Kansas City Royals,Texas Rangers,4,6,home
2022,2022-05-11,663074,Milwaukee Brewers,Cincinnati Reds,11,14,home
2022,2022-05-11,663450,Tampa Bay Rays,Los Angeles Angels,4,2,away
2022,2022-05-11,662006,Baltimore Orioles,St. Louis Cardinals,1,10,home
2022,2022-05-11,661300,Toronto Blue Jays,New York Yankees,3,5,home
2022,2022-05-11,662873,Oakland Athletics,Detroit Tigers,9,0,away
2022,2022-05-11,661548,Boston Red Sox,Atlanta Braves,3,5,home
2022,2022-05-11,662526,New York Mets,Washington Nationals,3,8,home
2022,2022-05-12,662872,Oakland Athletics,Detroit Tigers,5,3,away
2022,2022-05-12,662548,New York Mets,Washington Nationals,4,1,away
2022,2022-05-12,662005,Baltimore Orioles,St. Louis Cardinals,3,2,away
2022,2022-05-12,662372,Cincinnati Reds,Pittsburgh Pirates,4,0,away
2022,2022-05-12,661702,Houston Astros,Minnesota Twins,11,3,away
2022,2022-05-12,661694,Houston Astros,Minnesota Twins,5,0,away
2022,2022-05-12,661899,Kansas City Royals,Texas Rangers,8,2,away
2022,2022-05-13,661547,San Diego Padres,Atlanta Braves,11,6,away
2022,2022-05-13,662523,Seattle Mariners,New York Mets,2,1,away
2022,2022-05-13,662851,Baltimore Orioles,Detroit Tigers,2,4,home
2022,2022-05-13,661904,Toronto Blue Jays,Tampa Bay Rays,2,5,home
2022,2022-05-13,662525,Houston Astros,Washington Nationals,6,1,away
2022,2022-05-13,662494,Cincinnati Reds,Pittsburgh Pirates,8,2,away
2022,2022-05-13,661361,Milwaukee Brewers,Miami Marlins,2,1,away
2022,2022-05-13,661519,New York Yankees,Chicago White Sox,15,7,away
2022,2022-05-13,662706,Philadelphia Phillies,Los Angeles Dodgers,9,7,away
2022,2022-05-13,661883,Kansas City Royals,Texas Rangers,1,3,home
2022,2022-05-14,662384,Cincinnati Reds,Pittsburgh Pirates,1,3,home
2022,2022-05-14,662568,Seattle Mariners,New York Mets,4,5,home
2022,2022-05-14,661414,Milwaukee Brewers,Miami Marlins,3,9,home
2022,2022-05-14,662844,Baltimore Orioles,Detroit Tigers,0,3,home
2022,2022-05-14,661695,Cleveland Guardians,Minnesota Twins,3,2,away
2022,2022-05-14,661903,Toronto Blue Jays,Tampa Bay Rays,5,1,away
2022,2022-05-14,661490,New York Yankees,Chicago White Sox,2,3,home
2022,2022-05-14,662379,Los Angeles Angels,Oakland Athletics,3,4,home
2022,2022-05-14,662547,Houston Astros,Washington Nationals,6,13,home
2022,2022-05-14,661147,Boston Red Sox,Texas Rangers,11,3,away
2022,2022-05-14,663349,Chicago Cubs,Arizona Diamondbacks,3,4,home
2022,2022-05-14,661546,San Diego Padres,Atlanta Braves,5,6,home
2022,2022-05-14,661985,San Francisco Giants,St. Louis Cardinals,0,4,home
2022,2022-05-14,661491,New York Yankees,Chicago White Sox,10,4,away
2022,2022-05-14,661986,San Francisco Giants,St. Louis Cardinals,8,2,away
2022,2022-05-14,661698,Cleveland Guardians,Minnesota Twins,8,12,home
2022,2022-05-14,661882,Boston Red Sox,Texas Rangers,7,1,away
2022,2022-05-14,663012,Kansas City Royals,Colorado Rockies,14,10,away
2022,2022-05-14,662705,Philadelphia Phillies,Los Angeles Dodgers,12,10,away
2022,2022-05-14,662381,Los Angeles Angels,Oakland Athletics,2,0,away
2022,2022-05-15,662380,Los Angeles Angels,Oakland Athletics,4,1,away
2022,2022-05-15,663367,Chicago Cubs,Arizona Diamondbacks,3,2,away
2022,2022-05-15,662704,Philadelphia Phillies,Los Angeles Dodgers,8,3,away
2022,2022-05-15,661732,Cleveland Guardians,Minnesota Twins,1,3,home
2022,2022-05-15,662567,Seattle Mariners,New York Mets,8,7,away
2022,2022-05-15,662528,Houston Astros,Washington Nationals,8,0,away
2022,2022-05-15,663348,Chicago Cubs,Arizona Diamondbacks,4,2,away
2022,2022-05-15,662519,Cincinnati Reds,Pittsburgh Pirates,0,1,home
2022,2022-05-15,661403,Milwaukee Brewers,Miami Marlins,7,3,away
2022,2022-05-15,661545,San Diego Padres,Atlanta Braves,7,3,away
2022,2022-05-15,663010,Kansas City Royals,Colorado Rockies,8,7,away
2022,2022-05-15,661984,San Francisco Giants,St. Louis Cardinals,6,15,home
2022,2022-05-15,663011,Kansas City Royals,Colorado Rockies,4,10,home
2022,2022-05-15,662399,Los Angeles Angels,Oakland Athletics,9,1,away
2022,2022-05-15,661146,Boston Red Sox,Texas Rangers,1,7,home
2022,2022-05-15,661902,Toronto Blue Jays,Tampa Bay Rays,0,3,home
2022,2022-05-15,662696,Philadelphia Phillies,Los Angeles Dodgers,4,5,home
2022,2022-05-15,661489,New York Yankees,Chicago White Sox,5,1,away
2022,2022-05-15,662843,Baltimore Orioles,Detroit Tigers,1,5,home
2022,2022-05-16,663151,Pittsburgh Pirates,Chicago Cubs,0,9,home
2022,2022-05-16,661308,New York Yankees,Baltimore Orioles,6,2,away
2022,2022-05-16,661794,Seattle Mariners,Toronto Blue Jays,2,6,home
2022,2022-05-16,661212,Atlanta Braves,Milwaukee Brewers,0,1,home
2022,2022-05-16,661961,Detroit Tigers,Tampa Bay Rays,3,2,away
2022,2022-05-16,663275,Houston Astros,Boston Red Sox,3,6,home
2022,2022-05-16,661402,Washington Nationals,Miami Marlins,2,8,home
2022,2022-05-17,661765,Seattle Mariners,Toronto Blue Jays,0,3,home
2022,2022-05-17,662507,St. Louis Cardinals,New York Mets,1,3,home
2022,2022-05-17,662727,Chicago White Sox,Kansas City Royals,1,2,home
2022,2022-05-17,662566,St. Louis Cardinals,New York Mets,4,3,away
2022,2022-05-17,662728,Chicago White Sox,Kansas City Royals,5,3,away
2022,2022-05-17,661401,Washington Nationals,Miami Marlins,1,5,home
2022,2022-05-17,663157,Pittsburgh Pirates,Chicago Cubs,0,7,home
2022,2022-05-17,661196,Atlanta Braves,Milwaukee Brewers,3,0,away
2022,2022-05-17,663032,Cincinnati Reds,Cleveland Guardians,5,4,away
2022,2022-05-17,661342,New York Yankees,Baltimore Orioles,5,4,away
2022,2022-05-17,663271,Houston Astros,Boston Red Sox,13,4,away
2022,2022-05-17,661625,San Diego Padres,Philadelphia Phillies,3,0,away
2022,2022-05-17,662780,Chicago White Sox,Kansas City Royals,3,0,away
2022,2022-05-17,662628,Arizona Diamondbacks,Los Angeles Dodgers,6,7,home
2022,2022-05-17,662378,Minnesota Twins,Oakland Athletics,3,1,away
2022,2022-05-17,663005,San Francisco Giants,Colorado Rockies,7,6,away
2022,2022-05-17,661145,Los Angeles Angels,Texas Rangers,4,7,home
2022,2022-05-17,662695,Arizona Diamondbacks,Los Angeles Dodgers,4,5,home
2022,2022-05-17,662053,Detroit Tigers,Tampa Bay Rays,1,8,home
2022,2022-05-18,661624,San Diego Padres,Philadelphia Phillies,0,3,home
2022,2022-05-18,661400,Washington Nationals,Miami Marlins,5,4,away
2022,2022-05-18,663270,Houston Astros,Boston Red Sox,1,5,home
2022,2022-05-18,662744,Arizona Diamondbacks,Los Angeles Dodgers,3,5,home
2022,2022-05-18,662697,Arizona Diamondbacks,Los Angeles Dodgers,3,12,home
2022,2022-05-18,661767,Seattle Mariners,Toronto Blue Jays,5,1,away
2022,2022-05-18,663156,Pittsburgh Pirates,Chicago Cubs,3,2,away
2022,2022-05-18,661344,New York Yankees,Baltimore Orioles,3,2,away
2022,2022-05-18,661202,Atlanta Braves,Milwaukee Brewers,6,7,home
2022,2022-05-18,662370,Minnesota Twins,Oakland Athletics,2,5,home
2022,2022-05-18,663003,San Francisco Giants,Colorado Rockies,3,5,home
2022,2022-05-18,662554,St. Louis Cardinals,New York Mets,4,11,home
2022,2022-05-18,661126,Los Angeles Angels,Texas Rangers,5,10,home
2022,2022-05-18,663004,San Francisco Giants,Colorado Rockies,10,7,away
2022,2022-05-18,662054,Detroit Tigers,Tampa Bay Rays,1,6,home
2022,2022-05-18,662377,Minnesota Twins,Oakland Athletics,14,4,away
2022,2022-05-19,662726,Chicago White Sox,Kansas City Royals,2,6,home
2022,2022-05-19,663043,Cincinnati Reds,Cleveland Guardians,4,2,away
2022,2022-05-19,663193,Arizona Diamondbacks,Chicago Cubs,3,1,away
2022,2022-05-19,661623,San Diego Padres,Philadelphia Phillies,2,0,away
2022,2022-05-19,662520,St. Louis Cardinals,New York Mets,6,7,home
2022,2022-05-19,663269,Seattle Mariners,Boston Red Sox,6,12,home
2022,2022-05-19,661347,New York Yankees,Baltimore Orioles,6,9,home
2022,2022-05-19,661125,Los Angeles Angels,Texas Rangers,5,6,home
2022,2022-05-19,662715,Chicago White Sox,Kansas City Royals,7,4,away
2022,2022-05-20,663143,Arizona Diamondbacks,Chicago Cubs,10,6,away
2022,2022-05-20,661632,Los Angeles Dodgers,Philadelphia Phillies,4,1,away
2022,2022-05-20,661766,Cincinnati Reds,Toronto Blue Jays,1,2,home
2022,2022-05-20,662778,Texas Rangers,Houston Astros,1,5,home
2022,2022-05-20,661339,Atlanta Braves,Miami Marlins,5,3,away
2022,2022-05-20,662506,St. Louis Cardinals,Pittsburgh Pirates,5,3,away
2022,2022-05-20,661348,Tampa Bay Rays,Baltimore Orioles,6,8,home
2022,2022-05-20,663135,Detroit Tigers,Cleveland Guardians,1,6,home
2022,2022-05-20,663268,Seattle Mariners,Boston Red Sox,3,7,home
2022,2022-05-21,663234,Seattle Mariners,Boston Red Sox,5,6,home
2022,2022-05-21,662713,Minnesota Twins,Kansas City Royals,9,2,away
2022,2022-05-21,661631,Los Angeles Dodgers,Philadelphia Phillies,7,4,away
2022,2022-05-21,661291,Tampa Bay Rays,Baltimore Orioles,6,1,away
2022,2022-05-21,662078,San Diego Padres,San Francisco Giants,8,7,away
2022,2022-05-21,661399,Atlanta Braves,Miami Marlins,4,3,away
2022,2022-05-21,662763,Texas Rangers,Houston Astros,1,2,home
2022,2022-05-21,661280,Washington Nationals,Milwaukee Brewers,1,5,home
2022,2022-05-21,662478,St. Louis Cardinals,Pittsburgh Pirates,5,4,away
2022,2022-05-21,663449,Oakland Athletics,Los Angeles Angels,4,2,away
2022,2022-05-21,661289,Chicago White Sox,New York Yankees,5,7,home
2022,2022-05-21,663002,New York Mets,Colorado Rockies,5,1,away
2022,2022-05-21,663194,Arizona Diamondbacks,Chicago Cubs,7,6,away
2022,2022-05-21,662714,Minnesota Twins,Kansas City Royals,6,4,away
2022,2022-05-21,661793,Cincinnati Reds,Toronto Blue Jays,1,3,home
2022,2022-05-21,661195,Washington Nationals,Milwaukee Brewers,0,7,home
2022,2022-05-21,662077,San Diego Padres,San Francisco Giants,2,1,away
2022,2022-05-21,662764,Texas Rangers,Houston Astros,3,0,away
2022,2022-05-22,663447,Oakland Athletics,Los Angeles Angels,1,4,home
2022,2022-05-22,662076,San Diego Padres,San Francisco Giants,10,1,away
2022,2022-05-22,661290,Chicago White Sox,New York Yankees,5,0,away
2022,2022-05-22,662857,Texas Rangers,Houston Astros,2,5,home
2022,2022-05-22,661288,Chicago White Sox,New York Yankees,3,1,away
2022,2022-05-22,663150,Arizona Diamondbacks,Chicago Cubs,4,5,home
2022,2022-05-22,662712,Minnesota Twins,Kansas City Royals,7,6,away
2022,2022-05-22,662982,New York Mets,Colorado Rockies,2,0,away
2022,2022-05-22,661248,Washington Nationals,Milwaukee Brewers,8,2,away
2022,2022-05-22,663120,Detroit Tigers,Cleveland Guardians,4,2,away
2022,2022-05-22,663277,Seattle Mariners,Boston Red Sox,4,8,home
2022,2022-05-22,661763,Cincinnati Reds,Toronto Blue Jays,3,2,away
2022,2022-05-22,661611,Los Angeles Dodgers,Philadelphia Phillies,3,4,home
2022,2022-05-22,661398,Atlanta Braves,Miami Marlins,3,4,home
2022,2022-05-22,661279,Tampa Bay Rays,Baltimore Orioles,6,7,home
2022,2022-05-22,662479,St. Louis Cardinals,Pittsburgh Pirates,18,4,away
2022,2022-05-22,663448,Oakland Athletics,Los Angeles Angels,3,5,home
2022,2022-05-22,663001,New York Mets,Colorado Rockies,3,11,home
2022,2022-05-23,661730,Detroit Tigers,Minnesota Twins,4,5,home
2022,2022-05-23,663073,Chicago Cubs,Cincinnati Reds,7,4,away
2022,2022-05-23,661544,Philadelphia Phillies,Atlanta Braves,7,3,away
2022,2022-05-23,662455,Colorado Rockies,Pittsburgh Pirates,1,2,home
2022,2022-05-23,662524,Los Angeles Dodgers,Washington Nationals,10,1,away
2022,2022-05-23,661287,Baltimore Orioles,New York Yankees,6,4,away
2022,2022-05-23,661999,Toronto Blue Jays,St. Louis Cardinals,3,7,home
2022,2022-05-24,662135,Oakland Athletics,Seattle Mariners,6,7,home
2022,2022-05-24,662454,Colorado Rockies,Pittsburgh Pirates,2,1,away
2022,2022-05-24,662858,Cleveland Guardians,Houston Astros,6,1,away
2022,2022-05-24,663340,Kansas City Royals,Arizona Diamondbacks,5,9,home
2022,2022-05-24,661978,Miami Marlins,Tampa Bay Rays,0,4,home
2022,2022-05-24,662536,Los Angeles Dodgers,Washington Nationals,9,4,away
2022,2022-05-24,662257,Milwaukee Brewers,San Diego Padres,2,3,home
2022,2022-05-24,662075,New York Mets,San Francisco Giants,13,3,away
2022,2022-05-24,661285,Baltimore Orioles,New York Yankees,6,7,home
2022,2022-05-24,661543,Philadelphia Phillies,Atlanta Braves,5,6,home
2022,2022-05-24,661699,Detroit Tigers,Minnesota Twins,0,2,home
2022,2022-05-24,661998,Toronto Blue Jays,St. Louis Cardinals,8,1,away
2022,2022-05-24,663103,Chicago Cubs,Cincinnati Reds,11,4,away
2022,2022-05-25,661542,Philadelphia Phillies,Atlanta Braves,4,8,home
2022,2022-05-25,662093,New York Mets,San Francisco Giants,3,9,home
2022,2022-05-25,661286,Baltimore Orioles,New York Yankees,0,2,home
2022,2022-05-25,662052,Miami Marlins,Tampa Bay Rays,4,5,home
2022,2022-05-25,662229,Milwaukee Brewers,San Diego Padres,4,1,away
2022,2022-05-25,662074,New York Mets,San Francisco Giants,12,13,home
2022,2022-05-25,662527,Los Angeles Dodgers,Washington Nationals,0,1,home
2022,2022-05-25,662134,Oakland Athletics,Seattle Mariners,7,5,away
2022,2022-05-25,663082,Chicago Cubs,Cincinnati Reds,3,4,home
2022,2022-05-25,662228,Milwaukee Brewers,San Diego Padres,2,1,away
2022,2022-05-25,662846,Cleveland Guardians,Houston Astros,3,7,home
2022,2022-05-25,661772,Detroit Tigers,Minnesota Twins,4,2,away
2022,2022-05-25,662453,Colorado Rockies,Pittsburgh Pirates,5,10,home
2022,2022-05-25,662133,Oakland Athletics,Seattle Mariners,4,2,away
2022,2022-05-25,663339,Kansas City Royals,Arizona Diamondbacks,6,8,home
2022,2022-05-25,663381,Texas Rangers,Los Angeles Angels,3,5,home
2022,2022-05-25,661488,Boston Red Sox,Chicago White Sox,16,3,away
2022,2022-05-26,662515,Colorado Rockies,Washington Nationals,3,7,home
2022,2022-05-26,661771,Kansas City Royals,Minnesota Twins,3,2,away
2022,2022-05-26,662845,Cleveland Guardians,Houston Astros,1,2,home
2022,2022-05-26,661997,Milwaukee Brewers,St. Louis Cardinals,4,3,away
2022,2022-05-26,661574,Philadelphia Phillies,Atlanta Braves,4,1,away
2022,2022-05-26,663081,Chicago Cubs,Cincinnati Reds,5,20,home
2022,2022-05-26,662051,New York Yankees,Tampa Bay Rays,7,2,away
2022,2022-05-26,663446,Texas Rangers,Los Angeles Angels,7,2,away
2022,2022-05-26,661487,Boston Red Sox,Chicago White Sox,1,3,home
2022,2022-05-26,662842,Cleveland Guardians,Detroit Tigers,3,4,home
2022,2022-05-27,661486,Boston Red Sox,Chicago White Sox,16,7,away
2022,2022-05-27,663445,Toronto Blue Jays,Los Angeles Angels,6,3,away
2022,2022-05-27,661960,New York Yankees,Tampa Bay Rays,2,0,away
2022,2022-05-27,663080,San Francisco Giants,Cincinnati Reds,1,5,home
2022,2022-05-27,662376,Texas Rangers,Oakland Athletics,4,1,away
2022,2022-05-27,663338,Los Angeles Dodgers,Arizona Diamondbacks,14,1,away
2022,2022-05-27,663276,Baltimore Orioles,Boston Red Sox,12,8,away
2022,2022-05-27,662543,Philadelphia Phillies,New York Mets,6,8,home
2022,2022-05-27,661539,Miami Marlins,Atlanta Braves,4,6,home
2022,2022-05-28,662514,Colorado Rockies,Washington Nationals,7,13,home
2022,2022-05-28,661933,New York Yankees,Tampa Bay Rays,1,3,home
2022,2022-05-28,661537,Miami Marlins,Atlanta Braves,4,1,away
2022,2022-05-28,663118,San Francisco Giants,Cincinnati Reds,2,3,home
